"","title","rating","id","year","imdbid"
"7220","Comment c&#39;est loin",1,6683,2015,"4576612"
"7221","Great Gilly Hopkins, The",3,8703,2015,"001226766"
"7222","Hitman: Agent 47",0,8334,2015,"2679042"
"7223","Bill",2,6715,2015,"2978576"
"7224","Justice League: Throne of Atlantis",3,6342,2015,"3878542"
"7225","Black Mass",1,6486,2015,"1355683"
"7226","Sin Seer, The",3,7259,2015,"3605262"
"7227","A Country Called Home",3,6895,2015,"3953626"
"7228","They Call Me Jeeg Robot",1,6959,2015,"3775086"
"7229","In the Heart of the Sea",1,6589,2015,"1390411"
"7230","Feeheld",3,6622,2015,"1658801"
"7231","Bronze, The",3,7024,2015,"3859304"
"7232","Predator Dark Ages",0,6282,2015,"4171544"
"7233","Synchronicity",2,7890,2015,"2049543"
"7234","Les ogres",3,6786,2015,"4466872"
"7235","Tiger House",3,6818,2015,"2911674"
"7236","Hunger Games: Mockingjay - Part 2, The",3,6560,2015,"1951266"
"7237","Furious 7",3,6186,2015,"2820852"
"7238","Unexpected",3,7335,2015,"4145304"
"7239","Vacation",3,6596,2015,"1524930"
"7240","Mythica: The Darkspore",3,6661,2015,"3478232"
"7241","Testament of Youth",3,6322,2015,"1441953"
"7242","Dofus - Livre 1: Julith",3,7862,2015,"4731504"
"7243","Overnight, The",3,6356,2015,"3844362"
"7244","La memoria del agua",2,7132,2015,"4341864"
"7245","Mission: Impossible - Rogue Nation",0,6389,2015,"2381249"
"7246","Maze Runner: The Scorch Trials",3,6457,2015,"4046784"
"7247","Ex Machina",1,6084,2015,"0470752"
"7248","Revenant, The",0,6567,2015,"1663202"
"7249","Stitcher",0,6636,2015,"4858280"
"7250","Un peu, beaucoup, aveuglement!",3,6296,2015,"4466936"
"7251","45 Years",3,7072,2015,"3544082"
"7252","Phoenix Project, The",0,6330,2015,"3430042"
"7253","Full Out",3,7482,2015,"3977462"
"7254","Mr. Holmes",1,6430,2015,"3168230"
"7255","Aloha",3,6467,2015,"1243974"
"7256","Chappie",1,6134,2015,"1823672"
"7257","Blackcoat&#39;s Daughter, The",3,8050,2015,"3286052"
"7258","Z for Zachariah",0,6948,2015,"1598642"
"7259","Pan",1,6611,2015,"3332064"
"7260","Intern, The",3,6643,2015,"2361509"
"7261","Transporter Refueled, The",3,6678,2015,"2938956"
"7262","Entourage",2,6303,2015,"1674771"
"7263","Minions",3,6338,2015,"2293640"
"7264","Life",3,7916,2015,"2948840"
"7265","7 Letters",3,6775,2015,"4691166"
"7266","Timelike",3,6404,2015,"4897214"
"7267","Pawn Sacrifice",1,6475,2015,"1596345"
"7268","My Little Pony: Equestria Girls - Friendship Games",3,6482,2015,"4450396"
"7269","Duke of Burgundy, The",3,6107,2015,"2570858"
"7270","Peanuts Movie, The",3,6548,2015,"2452042"
"7271","Experimenter",2,6955,2015,"3726704"
"7272","Angry Indian Goddesses",3,6581,2015,"3368222"
"7273","Kung Fury",2,6278,2015,"3472226"
"7274","Lavalantula",3,7502,2015,"4060576"
"7275","Que Horas Ela Volta?",3,6412,2015,"3742378"
"7276","Final Girls, The",3,6489,2015,"2118624"
"7277","Avengers: Age of Ultron",3,6217,2015,"2395427"
"7278","Atrapa la bandera [Capture the Flag]",1,8614,2015,"3896100"
"7279","Till We Meet Again",3,6757,2015,"2461340"
"7280","I&#39;ll See You in My Dreams",3,6419,2015,"3236120"
"7281","Three Es, The",3,6156,2015,"4247740"
"7282","Maryland",0,8079,2015,"4085084"
"7283","Carol",3,6563,2015,"2402927"
"7284","Man Who Knew Infinity, The",0,6969,2015,"0787524"
"7285","Point Break",0,6632,2015,"2058673"
"7286","L&#39;antiquaire",3,6259,2015,"4000768"
"7287","This changes everything",3,6665,2015,"1870548"
"7288","Insidious: Chapter 3",3,6292,2015,"3195644"
"7289","Girls Lost",3,7832,2015,"4425152"
"7290","Nil Battey Sannata",3,7441,2015,"5005684"
"7291","Little Big Master",3,6732,2015,"4319698"
"7292","Ant-Man",2,6359,2015,"0478970"
"7293","Sleeping with Other People",3,7902,2015,"3165612"
"7294","Trust Fund",3,6393,2015,"3969208"
"7295","Batman Unlimited: Animal Instincts",1,6426,2015,"4437640"
"7296","Harbinger Down",3,6875,2015,"3397918"
"7297","Tod den Hippies!! Es lebe der Punk!",1,6163,2015,"3397082"
"7298","Ghosthunters",3,6197,2015,"3711622"
"7299","33, The",3,7378,2015,"2006295"
"7300","Run All Night",1,6299,2015,"2199571"
"7301","Spotlight",1,6707,2015,"1895587"
"7302","You&#39;re My Boss",0,7873,2015,"4489160"
"7303","Southpaw",2,6366,2015,"1798684"
"7304","Office",3,6771,2015,"4392726"
"7305","Ava&#39;s Possession",3,7558,2015,"3727982"
"7306","Straight Outta Compton",1,6435,2015,"1398426"
"7307","Sicario",0,6470,2015,"3397884"
"7308","Green Inferno, The",3,6478,2015,"2403021"
"7309","Green Room",3,6887,2015,"4062536"
"7310","Walk, The",1,6510,2015,"3488710"
"7311","Lobster, The",3,6614,2015,"3464902"
"7312","Visit, The",3,7015,2015,"3567288"
"7313","Jurassic World",3,6306,2015,"0369610"
"7314","Intruders",3,7881,2015,"4009278"
"7315","Man from U.N.C.L.E., The",3,6407,2015,"1638355"
"7316","3Tails Movie: A Mermaid Adventure, The",3,7672,2015,"3391348"
"7317","A Perfect Day",2,6926,2015,"3577624"
"7318","Roald Dahl&#39;s Esio Trot",1,7327,2015,"3205394"
"7319","Creed",2,6588,2015,"3076658"
"7320","Absolutely Anything",3,8643,2015,"1727770"
"7321","San Andreas",3,6281,2015,"2126355"
"7322","Colony, The",3,7089,2015,"4005402"
"7323","Parched",3,7538,2015,"3043252"
"7324","Until Dawn",3,6449,2015,"2742544"
"7325","Emelie",3,7993,2015,"4503598"
"7326","Miles Ahead",0,7232,2015,"0790770"
"7327","Cinderella",3,6152,2015,"1661199"
"7328","Love the Coopers",3,6595,2015,"2279339"
"7329","Hateful Eight, The",3,6628,2015,"3460252"
"7330","Inside Out",3,6255,2015,"2096673"
"7331","Unfinished Business",2,8259,2015,"2358925"
"7332","Chi-Raq",3,6660,2015,"4594834"
"7333","Woman in Gold",3,6288,2015,"2404425"
"7334","Survivor",3,7063,2015,"3247714"
"7335","Anna Unbound",3,6696,2015,"4069042"
"7336","Reason I Shop Online, The",3,6321,2015,"4780834"
"7337","Mustang",3,6355,2015,"3966404"
"7338","Papertowns",2,6388,2015,"3622592"
"7339","Madame Bovary",2,6422,2015,"2334733"
"7340","A Royal Night Out",3,7197,2015,"1837562"
"7341","Burn Burn Burn",3,8000,2015,"3627488"
"7342","DUFF, The",3,6125,2015,"1666801"
"7343","Schneider vs. Bax",2,6532,2015,"3430416"
"7344","Dressmaker, The",3,6566,2015,"2910904"
"7345","Septembers of Shiraz",3,6227,2015,"3661298"
"7346","Joy",3,6635,2015,"2446980"
"7347","Shaun the Sheep Movie",0,6329,2015,"2872750"
"7348","Meadowland",3,6767,2015,"3529656"
"7349","Martian, The",3,6466,2015,"3659388"
"7350","Steve Jobs",3,6506,2015,"2080374"
"7351","Bad Hair Day",3,6132,2015,"3856042"
"7352","Star Wars: The Force Awakens",3,6610,2015,"2488496"
"7353","Age of Adaline, The",3,6269,2015,"1655441"
"7354","Anamolisa",2,6677,2015,"2401878"
"7355","Four Warriors, The",1,6336,2015,"4026600"
"7356","Barely Lethal",3,6369,2015,"1731701"
"7357","Throne",3,6774,2015,"4010918"
"7358","Other Halves",3,7947,2015,"4308714"
"7359","Never Let Go",1,7178,2015,"3833474"
"7360","Bloodsucking Bastards",2,6438,2015,"3487994"
"7361","Wedding Ringer, The",3,6065,2015,"0884732"
"7362","brothers of the wind",0,7253,2015,"3532278"
"7363","Portrait of a Serial Monogamist",3,8606,2015,"2935662"
"7364","Mad Max: Fury Road",3,6242,2015,"1392190"
"7365","Man Up",3,6649,2015,"3064298"
"7366","World of Tomorrow",3,6277,2015,"4171032"
"7367","Advantageous",3,6685,2015,"3090670"
"7368","Queen of Earth",3,6717,2015,"3993894"
"7369","Bajirao Mastani",2,8738,2015,"3735246"
"7370","Next Stop L.A.",3,6376,2015,"4895704"
"7371","Paul Blart: Mall Cop 2",1,8770,2015,"3450650"
"7372","Beasts of No Nation",0,7922,2015,"1365050"
"7373","Ricki and the Flash",3,6410,2015,"3623726"
"7374","Fifty Shades of Grey",3,6113,2015,"2322441"
"7375","Murder Pact, The",3,6521,2015,"4498966"
"7376","Home",3,6148,2015,"2224026"
"7377","Halal Love",3,6961,2015,"5105218"
"7378","Pitch Perfect 2",3,6284,2015,"2848292"
"7379","Uncanny",0,6692,2015,"2321502"
"7380","Maend &amp; hons",1,6316,2015,"3877674"
"7381","Alvin and the Chipmunks: The Road Chip",1,8375,2015,"2974918"
"7382","Grandma",3,6383,2015,"4270516"
"7383","London Spy",1,7541,2015,"4108134"
"7384","Il racconto dei racconti",3,6418,2015,"3278330"
"7385","Riaru onigokko",3,6866,2015,"4439120"
"7386","Vice",3,6495,2015,"3480796"
"7387","Hot Pursuit",2,8037,2015,"2967224"
"7388","True Story",1,6223,2015,"2273657"
"7389","Bessie",3,6291,2015,"3704352"
"7390","Get Hard",1,6325,2015,"2561572"
"7391","Into the Forest",3,7102,2015,"2625810"
"7392","Fantastic Four",0,6392,2015,"1502712"
"7393","Bridge of Spies",1,6502,2015,"3682448"
"7394","Spy",3,6265,2015,"3079380"
"7395","Battle For Sevastopol",3,7041,2015,"4084744"
"7396","Miss You Already",3,6706,2015,"2245003"
"7397","Milyy Khans, dorogoy Pyotr",1,7484,2015,"3817188"
"7398","Taxi",3,6365,2015,"4359416"
"7399","Marguerite",3,6770,2015,"4428788"
"7400","Teen Beach 2",3,6399,2015,"3764966"
"7401","little prince, The",3,6434,2015,"1754656"
"7402","Just Jim",1,6469,2015,"3291148"
"7403","Summer of Sangaile, The",3,6094,2015,"2994832"
"7404","Lady in the Van, The",3,6950,2015,"3722070"
"7405","Equals",3,6982,2015,"3289728"
"7406","Hidden",3,6613,2015,"2131532"
"7407","Scouts Guide to the Zombie Apocalypse",1,8227,2015,"1727776"
"7408","Terminator Genisys",0,6340,2015,"1340138"
"7409","Already Tomorrow in Hong Kong",2,7494,2015,"3700804"
"7410","Hrutar",1,7116,2015,"3296658"
"7411","Magic Mike XXL",3,6372,2015,"2268016"
"7412","VVitch: A New-England Folktale, The",3,6777,2015,"4263482"
"7413","Baahubali: The Beginning",1,6855,2015,"2631186"
"7414","Hello, My Name Is Doris",3,6925,2015,"3766394"
"7415","Room",3,6584,2015,"3170832"
"7416","Min lilla syster",3,6752,2015,"4093680"
"7417","Good Dinosaur, The",3,6558,2015,"1979388"
"7418","Focus",1,6254,2015,"2381941"
"7419","Jem and the Holograms",3,7029,2015,"3614530"
"7420","Louder Than Bombs",1,7062,2015,"2217859"
"7421","Child 44",2,6354,2015,"1014763"
"7422","Descendants",3,6386,2015,"3440298"
"7423","Case of Hana and Alice, The",3,6823,2015,"4125300"
"7424","Fantastic Beasts and Where to Find Them",3,7271,2016,"3183660"
"7425","Una",2,7754,2016,"2315582"
"7426","20th Century Women",3,7372,2016,"4385888"
"7427","Choice, The",3,8272,2016,"3797868"
"7428","Silence",0,7443,2016,"0490215"
"7429","Raising the Bar",3,7105,2016,"5274066"
"7430","Sing Street",1,6914,2016,"3544112"
"7431","Birkebeinerne",1,7313,2016,"4738360"
"7432","Keeping Up with the Joneses",3,7727,2016,"2387499"
"7433","Absolutely Fabulous: The Movie",3,6978,2016,"2112096"
"7434","First Girl I Loved",3,7416,2016,"4262174"
"7435","Red Pill, The",3,7451,2016,"3686998"
"7436","Morgan",3,7112,2016,"4520364"
"7437","Zootopia",3,6741,2016,"2948356"
"7438","Siege of Jadotville, The",1,7912,2016,"3922798"
"7439","Love Witch, The",3,7560,2016,"3908142"
"7440","Girl on the Train, The",3,7177,2016,"3631112"
"7441","Accountant, The",2,7212,2016,"2140479"
"7442","Gods of Egypt",2,6921,2016,"2404233"
"7443","Raman Raghav 2.0",2,8570,2016,"5662932"
"7444","Shallows, The",3,6953,2016,"4052882"
"7445","Red Turtle, The",0,7802,2016,"3666024"
"7446","Light Between Oceans, The",3,7084,2016,"2547584"
"7447","Justice League vs. Teen Titans",3,6812,2016,"5091548"
"7448","10 Days In A Madhouse",3,6896,2016,"3453052"
"7449","Void, The",3,7741,2016,"4255304"
"7450","13 Hours",2,6992,2016,"4172430"
"7451","Bad Moms",3,7025,2016,"4651520"
"7452","Un homme a la hauteur",3,7058,2016,"4699388"
"7453","Catfight",3,7126,2016,"5294198"
"7454","Boy, The",3,6755,2016,"3882082"
"7455","Office Christmas Party",3,7962,2016,"1711525"
"7456","Hidden Figures",3,7336,2016,"4846340"
"7457","Dernieres nouvelles du cosmos",3,7368,2016,"5786040"
"7458","Southside with You",2,6999,2016,"4258698"
"7459","Kubo and the Two Strings",1,7065,2016,"4302938"
"7460","Edge of Seventeen, The",3,7515,2016,"1878870"
"7461","La pazza gioia",3,7166,2016,"4621872"
"7462","Hounds of Love",3,8009,2016,"3896738"
"7463","Sensitivity Training",3,8084,2016,"5697078"
"7464","Be Somebody",3,6942,2016,"5512872"
"7465","Manchester by the Sea",3,7376,2016,"4034228"
"7466","Lights Out",3,7040,2016,"4786282"
"7467","A Quiet Passion",3,7837,2016,"2392830"
"7468","Resident Evil: The Final Chapter",3,7447,2016,"2592614"
"7469","King of the Dancehall",2,7871,2016,"5918104"
"7470","Free Fire",0,7591,2016,"4158096"
"7471","Ne gledaj mi u pijat",1,8018,2016,"5791884"
"7472","Extremis",3,6884,2016,"5538078"
"7473","Bridget Jones&#39;s Baby",3,7283,2016,"1473832"
"7474","Neruda",0,7350,2016,"4698584"
"7475","Tallulah",3,7013,2016,"1639084"
"7476","Dear Eleanor",3,7047,2016,"2927212"
"7477","Don&#39;t Breathe",3,7080,2016,"4160708"
"7478","Petersburg: a selfie",3,7879,2016,"5789664"
"7479","Infiltrator, The",3,7147,2016,"1355631"
"7480","10 Cloverfield Lane",3,6776,2016,"1179933"
"7481","Storks",1,7180,2016,"4624424"
"7482","Kung Fu Panda 3",3,6808,2016,"2267968"
"7483","Let Me Go",3,7325,2016,"5153952"
"7484","Dragon Spell, The",1,7737,2016,"5954304"
"7485","In a Valley of Violence",2,7357,2016,"3608930"
"7486","Blair Witch",2,8338,2016,"1540011"
"7487","Mr. Right",2,7461,2016,"2091935"
"7488","Kill Command",1,7087,2016,"2667380"
"7489","Prevenge",3,7886,2016,"5154288"
"7490","El Olivo",3,7122,2016,"3655972"
"7491","Dirty 30",3,7154,2016,"5521550"
"7492","Midnight Special",1,6783,2016,"2649554"
"7493","Finest Hours, The",3,7230,2016,"2025690"
"7494","R&eacute;parer les vivants",1,8032,2016,"5096536"
"7495","Conjuring 2, The",3,6931,2016,"3065204"
"7496","Free State of Jones",2,7332,2016,"1124037"
"7497","Secret Life of Pets, The",2,6963,2016,"2709768"
"7498","Demain tout commence",3,7398,2016,"5078204"
"7499","Busanhaeng",3,7061,2016,"5700672"
"7500","Stranger Things",3,8779,2016,"4574334"
"7501","Huntsman: Winter&#39;s War, The",3,6790,2016,"2381991"
"7502","Hated in the Nation",3,7965,2016,"5709236"
"7503","Trolls",3,7237,2016,"1679335"
"7504","9th Life of Louis Drax, The",1,7719,2016,"3991412"
"7505","True Memoirs of an International Assassin",0,7339,2016,"1542768"
"7506","Dad&#39;s Army",3,6970,2016,"4104054"
"7507","Voltron: Legendary Defender",3,7069,2016,"5580664"
"7508","Adventures in Babysitting",3,7104,2016,"4456850"
"7509","Ratchet &amp; Clank",3,6876,2016,"2865120"
"7510","Fai bei sogni",2,8047,2016,"4746506"
"7511","Jack Reacher: Never Go Back",3,7279,2016,"3393786"
"7512","Ghostbusters",3,6977,2016,"1289401"
"7513","Birth of a Nation, The",1,8207,2016,"4196450"
"7514","Untamed, The",3,7760,2016,"5265960"
"7515","Deepwater Horizon",2,7379,2016,"1860357"
"7516","Seoulyeok [Seoul Station]",0,8696,2016,"3845670"
"7517","Patients",1,7911,2016,"5598100"
"7518","Always Shine",3,7525,2016,"4392770"
"7519","magnificent 7",0,7143,2016,"2404435"
"7520","Zoombies",3,8793,2016,"5340882"
"7521","Bliss!",3,8505,2016,"1316541"
"7522","Central Intelligence",2,7286,2016,"1489889"
"7523","Duel, The",1,7320,2016,"2436682"
"7524","Neon Demon, The",3,6952,2016,"1974419"
"7525","Women Who Kill",3,8604,2016,"3973012"
"7526","Spidarlings",3,7733,2016,"2262129"
"7527","La La Land",3,7353,2016,"3783958"
"7528","Criminal",3,6984,2016,"3014866"
"7529","Don&#39;t Hang Up",0,7767,2016,"3610746"
"7530","High Strung",2,7016,2016,"3451230"
"7531","Their Finest",3,7800,2016,"1661275"
"7532","Split",3,7422,2016,"4972582"
"7533","Personal Shopper",3,7457,2016,"4714782"
"7534","Meet the Blacks",3,8366,2016,"4191580"
"7535","Pet",2,7882,2016,"1183374"
"7536","Triple 9",3,6779,2016,"1712261"
"7537","Norman",1,7952,2016,"4191702"
"7538","Ouija: Origin of Evil",3,7218,2016,"4361050"
"7539","Captain America: Civil War",3,6857,2016,"3498820"
"7540","House on Willow Street",3,8028,2016,"4961380"
"7541","Me Before You",3,6927,2016,"2674426"
"7542","Kimi no na wa.",3,7328,2016,"5311514"
"7543","Star Trek Beyond",1,6991,2016,"2660888"
"7544","Martyrs",3,7775,2016,"0439602"
"7545","Angry Birds Movie, The",1,8309,2016,"1985949"
"7546","Contratiempo",1,7430,2016,"4857264"
"7547","Allied",3,8341,2016,"3640424"
"7548","Under The Shadow",3,7465,2016,"4273292"
"7549","Deadpool",1,6722,2016,"1431045"
"7550","Barbershop: The Next Cut",3,8373,2016,"3628584"
"7551","Aruvi",3,7961,2016,"5867800"
"7552","Planetarium",3,8035,2016,"4680196"
"7553","Locos de Amor",2,8076,2016,"5908566"
"7554","Approaching the Unknown",0,6934,2016,"2674430"
"7555","Paterson",1,7367,2016,"5247022"
"7556","Eddie the Eagle",2,6998,2016,"1083452"
"7557","Billions",3,8348,2016,"4270492"
"7558","Things to come - L&#39;avenir",1,7474,2016,"4120176"
"7559","Die letzte Sau",1,7097,2016,"5348774"
"7560","Crouching Tiger, Hidden Dragon: Sword of Destiny",3,6761,2016,"2652118"
"7561","Breathing Deep",1,7546,2016,"4869556"
"7562","Live by Night",1,7583,2016,"2361317"
"7563","A Dark Song",0,8001,2016,"4805316"
"7564","I, Daniel Blake",3,7240,2016,"5168192"
"7565","Divines",3,7274,2016,"4730986"
"7566","Neighbors 2: Sorority Rising",3,6909,2016,"4438848"
"7567","Our Kind of Traitor",3,8083,2016,"1995390"
"7568","Belko Experiment, The",3,7688,2016,"1082807"
"7569","Cam-Girl",3,7722,2016,"2290819"
"7570","Fundamentals of Caring, The",3,6973,2016,"2452386"
"7571","Fences",3,7375,2016,"2671706"
"7572","Elvis &amp; Nixon",2,7005,2016,"2093991"
"7573","Jane Got a Gun",0,6670,2016,"2140037"
"7574","Divergent Series: Allegiant, The",3,6768,2016,"3410834"
"7575","Lost City of Z, The",1,7555,2016,"1212428"
"7576","Ice Fantasy",3,7976,2016,"5022298"
"7577","Hush",3,6835,2016,"5022702"
"7578","Raw",3,7662,2016,"4954522"
"7579","Batman: Return of the Caped Crusaders",1,7282,2016,"5973626"
"7580","How to Be Single",3,6916,2016,"1292566"
"7581","Midnight Man, The",3,8136,2016,"5629964"
"7582","I Am the Pretty Thing That Lives in the House",3,7729,2016,"5059406"
"7583","Cafe Society",1,6980,2016,"4513674"
"7584","Jason Bourne",1,7046,2016,"4196776"
"7585","It&#39;s Only the End of the World",3,7453,2016,"4645368"
"7586","Denial",3,7562,2016,"4645330"
"7587","Love &amp; Friendship",3,6891,2016,"3068194"
"7588","Passengers",0,7356,2016,"1355644"
"7589","War Dogs",1,7053,2016,"2005151"
"7590","A Cure for Wellness",1,7460,2016,"4731136"
"7591","Below Her Mouth",3,7569,2016,"5073620"
"7592","Miss Peregrine&#39;s Home for Peculiar Children",3,7229,2016,"1935859"
"7593","Nice Guys, The",3,6898,2016,"3799694"
"7594","Nowhere Boys: The Book of Shadows",3,8068,2016,"4836736"
"7595","Elle",3,7297,2016,"3716530"
"7596","Purge: Election Year, The",3,6962,2016,"4094724"
"7597","Koe no katachi",1,8312,2016,"5323662"
"7598","Great Wall, The",0,7470,2016,"2034800"
"7599","Dirty Grandpa",2,8376,2016,"1860213"
"7600","Spa Night",3,7509,2016,"5254640"
"7601","Boss, The",3,6821,2016,"2702724"
"7602","Hurricane Bianca",3,7370,2016,"4007248"
"7603","My Life as a Zucchini",3,7865,2016,"2321405"
"7604","Loving",3,7278,2016,"4669986"
"7605","Colossal",0,7691,2016,"4680182"
"7606","Tenemos la carne [We Are the Flesh]",0,8129,2016,"4682708"
"7607","Mike and Dave Need Wedding Dates",3,6976,2016,"2823054"
"7608","Varoonegi",3,7759,2016,"5695764"
"7609","Sausage Party",3,7042,2016,"1700841"
"7610","Eagle Huntress, The",1,7449,2016,"3882074"
"7611","Bar Bahar",3,7485,2016,"5974388"
"7612","Hell or High Water",1,7110,2016,"2582782"
"7613","Wiener-Dog",1,7285,2016,"4144190"
"7614","Quand on a 17 ans",3,8603,2016,"4331970"
"7615","Norm of the North",3,6983,2016,"1594972"
"7616","Brothers Grimsby, The",1,8228,2016,"3381008"
"7617","Darkness, The",2,7766,2016,"1878841"
"7618","Moonlight",1,7421,2016,"4975722"
"7619","Aquarius",3,7456,2016,"5221584"
"7620","Captain Fantastic",3,7082,2016,"3553976"
"7621","Underworld: Blood Wars",2,7497,2016,"3717252"
"7622","Belgica",1,6778,2016,"3544218"
"7623","Queen of Katwe",3,7565,2016,"4341582"
"7624","American Honey",3,7182,2016,"3721936"
"7625","King Dave",1,7217,2016,"4551882"
"7626","Forest, The",3,6856,2016,"3387542"
"7627","Arrival",3,7257,2016,"2543164"
"7628","X-Men: Apocalypse",3,6894,2016,"3385516"
"7629","War on Everyone",3,7705,2016,"3708886"
"7630","Final Fantasy XV",3,7393,2016,"5595168"
"7631","Suicide Squad",3,7023,2016,"1386697"
"7632","Lion",2,7464,2016,"3741834"
"7633","Les innocentes",3,6721,2016,"4370784"
"7634","A Monster Calls",3,8372,2016,"3416532"
"7635","Other People",3,7505,2016,"4158876"
"7636","Snowden",1,7124,2016,"3774114"
"7637","Doctor Strange",1,7225,2016,"1211837"
"7638","Pink",3,8034,2016,"5571734"
"7639","Nocturnal Animals",3,7300,2016,"4550098"
"7640","Rogue One",3,7334,2016,"3748528"
"7641","Popstar: Never Stop Never Stopping",1,6965,2016,"3960412"
"7642","Vier gegen die Bank",1,8716,2016,"5173166"
"7643","Christine",3,7473,2016,"4666726"
"7644","Whiskey Tango Foxtrot",3,6760,2016,"3553442"
"7645","Monster Trucks",0,7545,2016,"3095734"
"7646","Alice Through the Looking Glass",3,6908,2016,"2567026"
"7647","L&#39;et&agrave; d&#39;oro",1,7721,2016,"4322180"
"7648","Dangal",3,7374,2016,"5074352"
"7649","My Big Fat Greek Wedding 2",3,8273,2016,"3760922"
"7650","Vampires In Virginia",3,6669,2016,"2938496"
"7651","Friend Request",3,8691,2016,"3352390"
"7652","Little Sister",3,7481,2016,"5434870"
"7653","Grease Live!",3,7106,2016,"4366830"
"7654","Young Offenders, The",3,7520,2016,"4714568"
"7655","Masterminds",3,8455,2016,"2461150"
"7656","Autopsy of Jane Doe, The",1,7975,2016,"3289956"
"7657","Electra Woman and Dyna Girl",3,7589,2016,"4644822"
"7658","Certain Women",3,7246,2016,"4468634"
"7659","Mother&#39;s Day",3,6882,2016,"4824302"
"7660","Better Watch Out",3,8049,2016,"4443658"
"7661","Hacksaw Ridge",1,7281,2016,"2119532"
"7662","Teenage Mutant Ninja Turtles: Out of the Shadows",3,6915,2016,"3949660"
"7663","Maudie",3,8092,2016,"3721954"
"7664","Independence Day: Resurgence",3,6947,2016,"1628841"
"7665","Tschick",1,8135,2016,"4911940"
"7666","Everybody Wants Some",0,7011,2016,"2937696"
"7667","Pete&#39;s Dragon",3,7417,2016,"2788732"
"7668","Hail, Caesar!",1,6710,2016,"0475290"
"7669","My Little Pony: Equestria Girls - Legend of Everfree",3,7113,2016,"5474644"
"7670","Miss Sloane",3,7561,2016,"4540710"
"7671","Now You See Me 2",1,6922,2016,"3110958"
"7672","Sing",3,7355,2016,"3470600"
"7673","Sully",1,7052,2016,"3263904"
"7674","Courier X",0,8705,2016,"3589968"
"7675","Handmaiden (Ah-ga-ssi) , The",3,7228,2016,"4016934"
"7676","Keanu",3,6859,2016,"4139124"
"7677","Little Door Gods",3,8030,2016,"4788934"
"7678","Ride Along 2",0,7261,2016,"2869728"
"7679","Rustom",3,8067,2016,"5165344"
"7680","Money Monster",3,6929,2016,"2241351"
"7681","Batman v Superman: Dawn of Justice",2,6788,2016,"2975590"
"7682","Hardcore Henry",1,6820,2016,"3072482"
"7683","Doukyuusei",0,7337,2016,"5526028"
"7684","Swiss Army Man",2,6968,2016,"4034354"
"7685","Hairspray Live!",3,7369,2016,"5664684"
"7686","Batman: The Killing Joke",1,7000,2016,"4853102"
"7687","A United Kingdom",3,7784,2016,"3387266"
"7688","Middle School: The Worst Years of My Life",3,8350,2016,"4981636"
"7689","Julieta",3,7167,2016,"4326444"
"7690","Yoga Hosers",2,8010,2016,"3838992"
"7691","Warcraft",3,6911,2016,"0803096"
"7692","Ballerina",3,7310,2016,"2261287"
"7693","Almost Christmas",3,7758,2016,"4649416"
"7694","Hunt for the Wilderpeople",3,7377,2016,"4698684"
"7695","Thomas &amp; Friends: The Great Race",3,8325,2016,"5563932"
"7696","Florence Foster Jenkins",3,7448,2016,"4136084"
"7697","Jungle Book, The",2,6837,2016,"3040964"
"7698","Legend of Tarzan, The",0,7284,2016,"0918940"
"7699","Transfiguration, The",0,8095,2016,"5039088"
"7700","Liberty&#39;s Secret",3,8602,2016,"4396662"
"7701","Assassin&#39;s Creed",1,7351,2016,"2094766"
"7702","Inferno",2,7385,2016,"3062096"
"7703","Nerve",3,7014,2016,"3531824"
"7704","5th Wave, The",2,6680,2016,"2304933"
"7705","Ice Age: Collision Course",3,8332,2016,"3416828"
"7706","Toni Erdmann",3,7455,2016,"4048272"
"7707","Pride and Prejudice and Zombies",3,6713,2016,"1374989"
"7708","Keijo!!!!!",3,8432,2016,"6220550"
"7709","Moana",3,7292,2016,"3521164"
"7710","Girl with All the Gifts, The",3,7704,2016,"4547056"
"7711","Mr. Church",3,7326,2016,"4196848"
"7712","Monster High: Welcome to Monster High",3,7738,2016,"5898034"
"7713","Jackie",3,7358,2016,"1619029"
"7714","Collateral Beauty",2,8339,2016,"4682786"
"7715","Marauders",1,7462,2016,"3963816"
"7716","Bang Gang",3,6720,2016,"3838728"
"7717","Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",3,7224,2016,"1267299"
"7718","Gr&uuml;&szlig;e aus Fukushima (Greetings from Fukushima)",3,7231,2016,"4667788"
"7719","Finding Dory",3,6932,2016,"2277860"
"7720","I Had a Bloody Good Time at House Harker",1,8581,2016,"4779026"
"7721","BFG, The",3,6964,2016,"3691740"
"7722","Perfect Match, The",2,8258,2016,"4871980"
"7723","All Girls Weekend",3,7436,2016,"4247682"
"7724","Equity",3,7095,2016,"3958780"
"7725","Shin Godzilla",1,7196,2016,"4262980"
"7726","Big Sick, The",3,7720,2017,"5462602"
"7727","Godard Mon Amour",1,8657,2017,"5687334"
"7728","Tulip Fever",3,7787,2017,"0491203"
"7729","Sharknado 5: Global Swarming",3,8353,2017,"6298780"
"7730","Home Again",3,7868,2017,"5719700"
"7731","Dim the Fluorescents",3,7904,2017,"6029106"
"7732","Psych: The Movie",3,7939,2017,"6868216"
"7733","Boss Baby, The",1,7553,2017,"3874544"
"7734","Mary and The Witch&#39;s Flower",3,8015,2017,"6336356"
